Country,Town,Site Name,Location,Services,Cost,Altitude,Latitude,Longitude,Website URL,Site Type,Comments
Greece,Ermioni,,,,€0.00,10,37.382896,23.248291,http://ourbumble.com/step-back-time-argolis-peninsula/,Mixed Parking,Parking spot near some nice tavernas and next to the boats.
Greece,Porto Cheli,,Harbour,Trash,€0.00,-1,37.326782,23.14382,http://ourbumble.com/step-back-time-argolis-peninsula/,Mixed Parking,Parking area on the harbour.
Greece,Porto Cheli,,Beach,,€0.00,-3,37.336522,23.125451,http://ourbumble.com/step-back-time-argolis-peninsula/,Wild,"Pebble beach, very quiet."
Greece,,,,Fresh Water,€0.00,70,37.364936,23.162363,http://ourbumble.com/step-back-time-argolis-peninsula/,Service Only,Stone Fountain with fresh water.
Greece,,,,,€0.00,2,37.410077,23.129881,http://ourbumble.com/step-back-time-argolis-peninsula/,Wild,Spare land facing the boat yard
Greece,Koilada,,Harbour,"TrashFresh Water",€0.00,-2,37.417354,23.127027,http://ourbumble.com/step-back-time-argolis-peninsula/,Mixed Parking,Small port
Greece,Tolo,,Harbour,,€0.00,13,37.514802,22.856776,http://ourbumble.com/step-back-time-argolis-peninsula/,Mixed Parking,Car park next to marina with fresh water.
Greece,Tolo,,,,€0.00,18,37.528422,22.872681,http://ourbumble.com/step-back-time-argolis-peninsula/,Wild,"Gravel area overlooking the see, lots of campsite close by too."
Greece,Karathonas,,Beach,"TrashFresh WaterToiletsShowers",€0.00,-2,37.542535,22.822946,http://ourbumble.com/step-back-time-argolis-peninsula/,Wild,Fresh water points along the beach with portoloos in summer
Greece,Ancient Korinthos,,Countryside,"Fresh WaterGrey WaterBlack WaterWi-FiElectricShowersToiletsTrash",€10.00,18,37.908339,22.881436,http://ourbumble.com/trick-treat-ancient-corinth/,Rest Area & Services,Family run aire with old chap. Really friendly
Greece,Thraki,Camping Castello,Beach,,€0.00,17,40.125666,23.765733,http://ourbumble.com/,Campsite,Not used so no comment or costs.
Greece,,Armenistis Camping & Bungalows,Beach,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersElectricWi-Fi",€0.00,-17,40.152272,23.91373,http://ourbumble.com/,Campsite,Not used so no comments.
Greece,,Camping Lacara,,,€0.00,21,40.170188,23.854353,http://ourbumble.com/,Campsite,Not used so no comments.
Greece,,,,"Fresh WaterTrash",€0.00,136,40.210287,23.689168,http://ourbumble.com/,Service Only,Fuel station with lpg & water.
Greece,Olynthus,,,,€0.00,35,40.260395,23.479565,http://ourbumble.com/,Wild,Gravel lay by on the coast road.
Greece,,,,,€0.00,2,40.246163,23.261348,http://ourbumble.com/,Wild,"Parking by the beach, Grass & sand surface."
Greece,,,,,€0.00,727,38.601816,22.377846,http://ourbumble.com/,Service Only,
Greece,Kirra,Avannis Camping,,,€0.00,-1,38.42495,22.4583,http://ourbumble.com/,Campsite,
Greece,,,,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,225,38.367639,23.535613,http://ourbumble.com/,Service Only,Service station with full services
Greece,,,,,€0.00,15,38.321027,23.786198,http://ourbumble.com/,Mixed Parking,
Greece,Kineta,,,,€0.00,16,37.974745,23.238191,http://ourbumble.com/,Wild,Beach side parking
Greece,,,,Trash,€0.00,148,37.710873,23.130837,http://ourbumble.com/,Mixed Parking,Parking area next to monastery.
Greece,,,Beach,"TrashFresh Water",€0.00,-12,37.680145,23.152191,http://ourbumble.com/,Mixed Parking,Parking area next to beach and harbour. Water available in the harbour.
Greece,Nea epidavros,Nea epidavros,Beach,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersWi-FiElectric",€0.00,-5,37.678661,23.148874,http://ourbumble.com/,Campsite,Not used so no comment
Greece,Tolo,,Beach,,€0.00,1,37.531754,22.890904,http://ourbumble.com/,Campsite,Not used so no comment.
Hungary,Gibart,,,,€0.00,145,48.316222,21.164241,http://ourbumble.com/gypsy-villages-hop-hungary/,Rest Area,
Hungary,Tokai,,,,€0.00,97,48.124631,21.41151,http://ourbumble.com/gypsy-villages-hop-hungary/,Mixed Parking,"Old town parking, Next to main road but quiet at night."
Italy,Lucca,,Village/Town/City,Trash,€6.00,19,43.846017,10.494876,http://ourbumble.com/barga-to-marradi/,Mixed Parking,Large tarmac carpark at the side of the walled city. €0.20 for 1st hour and then€1 per hour after with max €6 for the day. Reasonably quiet and well lit at night
Italy,Pescia,,Village/Town/City,Trash,€0.00,60,43.89838,10.690508,http://ourbumble.com/barga-to-marradi/,Mixed Parking,Flat car park at the side of Lidl.  No limitations and good base for visiting the town of Pescia
Italy,Pistoia,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrash",€4.50,68,43.941822,10.915456,http://ourbumble.com/barga-to-marradi/,Rest Area & Services,Small secure aire for €4.50 per day and only 1.5km to town centre
Italy,Pistoia,,Village/Town/City,Trash,€0.00,82,43.943133,10.91476,http://ourbumble.com/barga-to-marradi/,Mixed Parking,"Large car park next to sports facility.  Flat, tarmac and free.  Local bus services to town stop on the car park but only 1.5 km to centre.  Tap to the right."
Italy,Prado,,Village/Town/City,Trash,€0.00,54,43.863706,11.114219,http://ourbumble.com/barga-to-marradi/,Mixed Parking,"Large, flat car park on one of the main roads in to Prado.  No services but Lidl is just across the way."
Italy,Florence,,Village/Town/City,Trash,€0.00,140,43.800364,11.285389,http://ourbumble.com/barga-to-marradi/,Mixed Parking,"On main road, 4 km to Florence and on bus route.  Good views over Florence at sunset.  Pizzeria and handful of shops nearby."
Italy,Borgo San Lorenzo,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterToiletsTrash",€0.00,189,43.957163,11.381406,http://ourbumble.com/barga-to-marradi/,Mixed Parking,"Flat car park over looking park, lake and ducks.  Fresh water tap, drain and public toilets.  Supermarket and all day market on a Friday."
Italy,Marradi,,Countryside,"Black WaterFresh WaterGrey WaterTrashElectric",€0.00,324,44.075738,11.613117,http://ourbumble.com/barga-to-marradi/,Rest Area & Services,Free aire with excellent countryside views.  Usual services plus electricity.  Very quiet.  Only 5 minutes walk in to village with plenty little shops.
Italy,Sestri Levante,,Village/Town/City,Fresh Water,€0.00,12,44.271277,9.40854,http://ourbumble.com/chiavari-to-barga/,Mixed Parking,"Parking all along the road, water is available in the park opposite."
Italy,Castiglione Chiavaresege,,Countryside,Trash,€0.00,546,44.253574,9.536069,http://ourbumble.com/chiavari-to-barga/,Wild,"Small lay by, stunning views out to the coast, very nice small bistro nearby. "
Italy,La Spezia,,Harbour,"Fresh WaterGrey WaterBlack WaterTrashToilets",€5.00,-11,44.103642,9.860147,http://ourbumble.com/chiavari-to-barga/,Rest Area & Services,"Free aire run by the ambulance team. Friendly and helpful and have all the information on visits to Cinque Terre.  All usual facilities and parking spots are on grass and gravel. Suggested donation €5 per day"
Italy,Fivizzano,,Countryside,"Fresh WaterTrash",€0.00,199,44.204942,10.093735,http://ourbumble.com/chiavari-to-barga/,Mixed Parking,Small tarmac car park ideal for stopover.  Two fresh water taps.  Nice views over hillside with mountain peaks in the distance.
Italy,Codiponte,,Countryside,"Fresh WaterTrash",€0.00,213,44.194106,10.15149,http://ourbumble.com/chiavari-to-barga/,Mixed Parking,"Smsll carpark with two nice little hill villages, castle and good mountain backdrop."
Italy,Minucciano,,Countryside,"TrashGrey WaterFresh Water",€0.00,657,44.20023,10.22918,http://ourbumble.com/chiavari-to-barga/,Mixed Parking,Small car park with stunning views over the tuscany hillside.  Flat with access to several water points.  Short stroll and you are in the village but limited supplies.
Italy,Verrucole,,Countryside,"Fresh WaterGrey WaterTrash",€0.00,656,44.180072,10.335669,http://ourbumble.com/chiavari-to-barga/,Mixed Parking,Gravel and grass car park with great views across countryside.  Very small hamlet with one bar.cafe.  Verrucole fortress only a short walk away. 
Italy,Castiglione di Garfagnana,,Village/Town/City,"Fresh WaterToiletsTrashBlack WaterGrey Water",€0.00,515,44.149675,10.411694,http://ourbumble.com/chiavari-to-barga/,Mixed Parking,Good parking spot with lovely views and right in front of the city gate.  Public toilets and fresh water facilities in the corner.  Tarmac but need to find the right spot or get out the chocs for levelling. 
Italy,Bagna,,Village/Town/City,Trash,€0.00,337,44.073762,10.476299,http://ourbumble.com/chiavari-to-barga/,Mixed Parking,Small level and tarmac parking space with overhead trees for shade.  In the nice part of the village with the centre just 5 minutes walk away.
Italy,Bagna,,Village/Town/City,"TrashFresh WaterGrey WaterBlack WaterElectric",€10.00,342,44.072276,10.481592,http://ourbumble.com/chiavari-to-barga/,Rest Area & Services,"Sosta in the town centre, right between the old and new section of town. Cost is €10 but that includes electricity. The machines is broken so no charge at the moment. Level gravel surface with plenty water and electric points. Follow for the hospital parking signs."
Italy,Cesano,,,,€0.00,16,43.747761,13.174375,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Wild,Small parking bay at side of apartments and straight on beach
Italy,Cesano,,,,€0.00,2,43.74633,13.177029,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Mixed Parking,Parking bay with immediate access to beach and away from rail tracks
Italy,,,,,€0.00,40,44.519447,11.216694,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Service Only,
Italy,,,,,€0.00,55,44.961855,9.907337,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Service Only,
Italy,,,,,€0.00,51,45.143745,9.633436,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Service Only,
Italy,,,,,€0.00,102,45.3908,9.188361,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Service Only,
Italy,Angera,,,,€0.00,193,45.771785,8.580563,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Mixed Parking,
Italy,Monvalle,,,,€0.00,201,45.851236,8.621085,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Mixed Parking,Quite grass area
Italy,Santa Caterina,,,,€0.00,265,45.877079,8.599566,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Mixed Parking,Nice car park.
Italy,Germignaga,,Lake,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,196,45.996226,8.724208,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Rest Area & Services,
Italy,Germignaga,,,,€0.00,204,45.99575,8.724231,http://ourbumble.com/how-to-zoom-through-5-countries-in-1-day/,Mixed Parking,Good place and pleasant town.
Italy,Ravenna,,Village/Town/City,Trash,€0.00,2,44.406862,12.193927,http://ourbumble.com/marradi-to-treviso/,Mixed Parking,Next to sports stadium and only 10 minutes walk to centre.  Very quiet at night.
Italy,Camacchio,,Beach,"Fresh WaterGrey Water",€0.00,-5,44.672208,12.242132,http://ourbumble.com/marradi-to-treviso/,Mixed Parking,Small car park for motorhomes.  5 minutes walk to the beach or canals or cafes.  Water facility but no grey or black facilities
Italy,Camacchio,,Beach,Trash,€0.00,-19,44.672438,12.246744,http://ourbumble.com/marradi-to-treviso/,Mixed Parking,Dedicated parking for motorhomes.  Tariff in place during high season but it is only cheap with maximum €4 for the day.  Right on the beach.
Italy,Camacchio Village,,Village/Town/City,,€0.00,-22,44.690632,12.184898,http://ourbumble.com/marradi-to-treviso/,Wild,"Grassed area at the side of the river.  Nice, clean and quiet and only 5 minutes walk to village.  Coop at the end of the road."
Italy,Venice,Camping Venezia,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersElectricWi-Fi",€18.00,-2,45.480424,12.274968,http://ourbumble.com/marradi-to-treviso/,Campsite,"Superb little campsite, close to Venice via bus stop 300m away. Heated pool, full washing facilities and washing machines. Onsite restaurant and bar with reasonable prices. All pitches are sheltered with trees. Price is €30 or €18 with asci card. Includes electricity etc."
Italy,Treviso,,Village/Town/City,Trash,€0.00,34,45.648901,12.240253,http://ourbumble.com/marradi-to-treviso/,Mixed Parking,"Car park next to Conad supermarket, 2km into the town centre, quiet at night. Also parking on the supermarket carpark opposite."
Italy,Ventimiglia,,,Trash,€0.00,20,43.7936,7.602094,http://ourbumble.com/saint-paul-du-vence-to-santo-stefano-la-mare/,Mixed Parking,"Large car park on the border with France, free except on Fridays. 2mins to the stoney beach, camping bungalows behind. Seems quite a popular spot with campers but plenty space."
Italy,Santo Stefano la Mare,,Beach,Trash,€10.00,6,43.837071,7.905704,http://ourbumble.com/saint-paul-du-vence-to-santo-stefano-la-mare/,Mixed Parking,"Car park located next to the port and over looking the ocean, €1.50 per hour or €10 for the day until 8am."
Italy,Imperia,,Village/Town/City,,€0.00,-15,43.88379,8.02724,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Mixed Parking,"Small dead end street, so restricted traffic flow.  Located on the west side of the river at the side of the marina.  Flat, level tarmac surface."
Italy,Imperia,,Harbour,,€0.00,13,43.885268,8.028523,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Mixed Parking,On street parking plus parking in little bays just off the road.  Quiet parking spot as off the main road and at the side of the marina.  Historic town of Imperia just 5 minutes stroll.
Italy,Borghetto Santo Spirito,,Village/Town/City,Trash,€0.00,27,44.113324,8.231655,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Mixed Parking,"Residential parking space.  Flat, tarmac and just off the main road, so reasonably quiet.  Good spot sleepover spot but no attractions nearby"
Italy,Toirano,,Countryside,"Fresh WaterTrashToiletsWi-Fi",€0.00,140,44.135389,8.200452,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Mixed Parking,Tarmac car park for visitors to cave.  Free to use during opening times and provides great views around surrounding landscape.  Fresh water taps all around edge of car park.
Italy,Toirano,,Village/Town/City,"Fresh WaterTrash",€0.00,48,44.124709,8.210192,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Mixed Parking,"Most of the town has no motorhome parking but this little car park just at the side of the church permits campers.  If parked in the corner you get a little patio, lawned area and your own tree. Nice and quiet."
Italy,Finale Ligure,,Beach,Trash,€0.00,9,44.178676,8.374429,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Mixed Parking,Flat tarmac road with views out to see.  Good views but beach access is limited and main road is busy.
Italy,Savona,,Harbour,Trash,€0.00,5,44.307823,8.484882,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Wild,"East side of Savona near to all the historical sites and the marina.  At night, quiet with only handful of passing cars and feels safe.  The west side of town near the port area feels less safe and rather run down."
Italy,Arenzano,,Village/Town/City,Trash,€0.00,32,44.401431,8.678094,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Mixed Parking,Small community car park in quiet area.  Good for stopping on way to Genoa but not much else.
Italy,Chiavari,,,,€0.00,148,44.330427,9.288245,http://ourbumble.com/santo-stefano-la-mare-to-chiavari/,Mixed Parking,"Lay by beside the main road, good spot for overnight with great view across the bay."
Italy,Aquileia,,Village/Town/City,"Fresh WaterBlack WaterTrashToilets",€10.00,-1,45.765737,13.369828,http://ourbumble.com/treviso-to-trieste/,Rest Area & Services,Good size aire for visiting town but expensive at €10 per day when free parking in and and around town.
Italy,Aquileia,,Village/Town/City,Trash,€0.00,5,45.763432,13.36696,http://ourbumble.com/treviso-to-trieste/,Mixed Parking,"Municipal parking just 2 minutes from the aire with limitations and set amongst pruned hedges and trees.  Flat and quiet. You can use the aire services near by for black, grey and fresh for free. (Image of Aire)"
